cartodb_id,suburb,responsible_authority,rest_area_number,rest_area_name,description,construction_date,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,light_vehicle_parking_capacity,light_vehicles_parking_type,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,entry_taper,exit_taper,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated,_ds_write_method,disabled_toilet
447,COLINTON,Transport for NSW,374,Colinton Rest Area Northbound,,,,-35.83796,149.16141,SNOWY MONARO REGIONAL,South,47km North of Cooma,MONARO HIGHWAY,19,1310,A,"0000019,1310,A3",,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
343,JERILDERIE,Private,4546,Jerilderie Service Centre,,,Open,-35.36165,145.71943,MURRUMBIDGEE,South,,NEWELL HIGHWAY,17,2090,A,"0000017,2090,A1",Physical Seperation,Left,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,,,,,,,TRUE,TRUE,,,,,,20250826,,
72,LAKE GEORGE,Transport for NSW,323,Weereewaa Lookout,,,,-35.10099,149.3746,QUEANBEYAN-PALERANG REGIONAL,South,57km South of Goulburn,FEDERAL HIGHWAY,3,1042,C,"0000003,1042,C1",Physical Seperation,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Counter,,,,,,,TRUE,0,,,,,,,,,,,Southbound,,20250826,,
490,LEADVILLE,Council,1773,Nullen Rest Area,,,,-32.03572,149.49237,WARRUMBUNGLE,West,Coolah Turnoff (Int HW27/MR55),SCONE-DUNEDOO RD,27,310,A,"0000027,0310,A1",,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,3,,,,,,,,,,,Both Directions,,20250826,,
554,FERNBROOK,Council,1054,Driveway Gate Rest Area,,,,-30.3713,152.58463,BELLINGEN,North,30.3km East of Ebor,WATERFALL WAY,76,130,A,"0000076,0130,A1",,Right,Informal Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
751,GUNDAGAI,Transport for NSW,115,Four Mile Hill Truck Parking Bay,,,,-35.01934,148.11027,COOTAMUNDRA-GUNDAGAI REGIONAL,South,95km from Yass and  6km to Gundagai,HUME HIGHWAY-NTH GUNDAGAI,2,1832,B,"0000002,1832,B1",Main Carriageway,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Southbound,,20250826,,
780,KIAMA HEIGHTS,Transport for NSW,341,Kiama Bends Truck Parking Bay,,,,-34.70236,150.83557,KIAMA,South,4km South of Kiama,PRINCES HIGHWAY,1,1448,C,"0000001,1448,C4",Physical Seperation,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Northbound,,20250826,,
78,COLLECTOR,Transport for NSW,320,Murrays Lagoon Rest Area,,,,-34.9675,149.4018,YASS VALLEY,South,41km South of Goulburn,FEDERAL HIGHWAY,3,1062,C,"0000003,1062,C1",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Southbound,,20250826,,
132,TRANGIE,Council,1047,Trangie Stopping Bay,,,,-32.03048,147.9906,NARROMINE,West,0.8km E of Dandaloo St (MR347) Trangie,MITCHELL HIGHWAY,7,865,A,"0000007,0865,A1",,Right,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,,0,,,,,,,,,,,Both Directions,,20250826,,
627,MENDOORAN,Transport for NSW,1626,Mendooran North Rest Area,,,,-31.81797,149.11786,WARRUMBUNGLE,West,55.2km from Coona turn off,MENDOORAN-BELAR CREEK RD,334,10,A,"0000334,0010,A2",,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
329,MALLEE,Transport for NSW,266,Mallee Fowl Rest Area,,,Open,-34.39056,142.42704,WENTWORTH,West,38km from Euston and  41km to Mildura (VIC),STURT HIGHWAY,14,580,A,"0000014,0580,A1",Physical Seperation,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
36,YARRA,Transport for NSW,16,French VC Rest Area,,,,-34.78708,149.64011,GOULBURN MULWAREE,South,9km South of Goulburn,HUME HWY N/BOUND,2,1245,C,"0000002,1245,C1",,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Counter,,,,,TRUE,,TRUE,2,,,,,,,,,,,Eastbound,,20250826,,
644,BULGA,Council,3397,Bulga War Memorial & Garden,,,Open,-32.65344,151.01998,SINGLETON,North,0.137km from Bulga,THE PUTTY RD,503,1190,A,"0000503,1190,A2",Physical Seperation,Left,Other Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
673,BREWARRINA,Transport for NSW,646,Goodooga  Truck Parking Bay Eastbound,,,,-29.91588,146.92693,BREWARRINA,West,7.1km East of Brewarrina Bridge,KAMILAROI HIGHWAY,29,680,A,"0000029,0680,A3",Physical Seperation,Right,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,1,,,,,,,,,,,Both Directions,,20250826,,
227,TWELVE MILE CREEK,Transport for NSW,1719,Twelve Mile Creek Rest Area,,,Open,-32.65318,151.86153,PORT STEPHENS,North,43.2km from Newcastle,PACIFIC HIGHWAY,10,1810,C,"0000010,1810,C1",Physical Seperation,Right,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,TRUE,,TRUE,2,,,,,TRUE,,,,,,Westbound,,20250826,,TRUE
430,ARMATREE,Transport for NSW,1767,David Gillon Park,,,,-31.42421,148.51259,GILGANDRA,West,38.94km from Gilgandra (SH17),CASTLEREAGH HIGHWAY,18,3050,A,"0000018,3050,A1",Physical Seperation,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
487,CASSILIS,Transport for NSW,1712,Cassilis Park Rest Area,,,Open,-32.05358,149.93362,UPPER HUNTER,North,47.7km from Merriwa,GOLDEN HIGHWAY,27,280,A,"0000027,0280,A1",Physical Seperation,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,3,,,,,,,,,,,Both Directions,,20250826,,TRUE
637,BOURKE,Transport for NSW,685,Prattenville Rest Area Northbound,,,,-30.23411,145.93322,BOURKE,West,15km South of Bourke,COBAR-NR BOURKE RD,421,120,A,"0000421,0120,A1",Main Carriageway,Left,Other Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Northbound,,20250826,,
160,CUBBA,Transport for NSW,1425,Cubba Stopping Bay Eastbound,,,,-31.55175,145.20952,COBAR,West,58km West of Cobar,BARRIER HIGHWAY,8,120,A,"0000008,0120,A3",Main Carriageway,Right,Informal Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
110,RANKINS SPRINGS,Council,3425,Rankins Springs Rest Area Eastbound,,,,-33.84107,146.26384,CARRATHOOL,South,,MID WESTERN HIGHWAY,6,721,A,"0000006,0721,A1",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,,,20250826,,
9,QUAAMA,Transport for NSW,358,Dry Creek Quaama Rest Area Southbound,,,,-36.46832,149.86632,BEGA VALLEY,South,12km South of Cobargo,PRINCES HIGHWAY,1,2265,A,"0000001,2265,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
709,LAVINGTON,Private,4543,Lavington East Service Centre,,,Open,-36.03689,146.97008,ALBURY CITY,South,,Thurgoona Drive,688,20,A,"0000688,0020,A2",Physical Seperation,Right,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,20250826,,
533,BARRABA,Council,1829,Barraba Show Ground Lillis Lane,,,,-30.3708,150.60699,TAMWORTH REGIONAL,North,1.1km North of Barraba,QUEEN STREET,63,205,A,"0000063,0205,A1",,Right,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
569,HENTY,Council,2012,Bicenteninal Park Rest Area,,,,-35.51924,147.03613,GREATER HUME SHIRE,South,17km from Culcairn and  61km to Wagga Wagga,RAILWAY PDE,78,110,A,"0000078,0110,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,TRUE,TRUE,4,,,,,,,,,,,Both Directions,,20250826,,
638,BOURKE,Transport for NSW,683,South of Bourke Rest Area,,,,-30.11969,145.93304,BOURKE,West,2.1km South of Bourke,WILCANNIA-BOURKE RD,421,130,A,"0000421,0130,A1",Physical Seperation,Left,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
189,BROKEN HILL,Transport for NSW,1437,West Broken Hill Rest Area Westbound,,,,-32.04103,141.13474,UNINCORPORATED - FAR WEST AREA,West,35.9km West of Broken Hill,BARRIER HIGHWAY,8,510,A,"0000008,0510,A3",Physical Seperation,Right,Class 4 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,TRUE,TRUE,1,,,,,,,,,,,Eastbound,,20250826,,
468,MOURQUONG,Transport for NSW,268,Arumpo Road Rest Area,,,Open,-34.15133,142.18024,WENTWORTH,West,5km from Mildura (VIC) and  28km to Wentworth,SILVER CITY HIGHWAY,22,10,A,"0000022,0010,A1",Physical Seperation,Left,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,1,,,,,,,,,,,Both Directions,,20250826,,
451,MOAMA,Transport for NSW,1206,Nine Mile Parking Bay Northbound,,,,-35.98429,144.8456,MURRAY RIVER,South,20km from Echuca (VIC) and  56km to Deniliquin,COBB HIGHWAY,21,40,A,"0000021,0040,A1",Main Carriageway,Right,Other Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
35,YARRA,Transport for NSW,6,Drews Truck Parking Bay,,,,-34.78779,149.63955,GOULBURN MULWAREE,South,9km South of Goulburn,HUME HIGHWAY,2,1245,B,"0000002,1245,B2",Main Carriageway,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Westbound,,20250826,,
718,COOLAC,Transport for NSW,78,Mungi Mungi Hill Rest Area,,,,-34.88868,148.21829,COOTAMUNDRA-GUNDAGAI REGIONAL,South,76km from Yass and  26km to Gundagai,HUME HIGHWAY-NTH COOLAC INTERCHANGE,2,1745,B,"0000002,1745,B4",Physical Seperation,Left,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Westbound,,20250826,,
242,WALCHA,Transport for NSW,1157,Yarrowitch Rest Area West,,,Open,-31.00354,151.63013,WALCHA,North,158.5km West of Wauchope,OXLEY HIGHWAY,11,420,A,"0000011,0420,A2",Physical Seperation,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
558,EBOR,Transport for NSW,981,Point Lookout Road Stopping Bay,,,Open,-30.47607,152.29195,ARMIDALE REGIONAL,North,57.2km West of Dorrigo,WATERFALL WAY,76,180,A,"0000076,0180,A2",Physical Seperation,Right,Informal Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
597,COROWA,Private,4539,Corowa Service Centre,,,Open,-35.97861,146.40519,FEDERATION,South,,HONOUR AVE,86,110,A,"0000086,0110,A1",Physical Seperation,Left,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,,,,,,,TRUE,TRUE,,,,,,20250826,,
476,ANABRANCH SOUTH,Transport for NSW,3019,Bunnerungee Bridge Rest Area,,,Open,-33.58071,141.75593,WENTWORTH,West,67km from Wentworth and  200km to Broken Hill,SILVER CITY HIGHWAY,22,120,A,"0000022,0120,A1",Physical Seperation,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,,1,,,,,,,,,,,Both Directions,,20250826,,
284,WARIALDA,Council,1825,Warialda Apex Park,,,,-29.54299,150.56866,GWYDIR,North,0.7km West of Warialda,MOREE ROAD,12,550,A,"0000012,0550,A1",,Left,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,TRUE,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
6,BIMBIMBIE,Transport for NSW,3149,Broulee Road Rest Area Northbound,,,,-35.84486,150.1309,EUROBODALLA,South,17km South of Batemans Bay,PRINCES HIGHWAY,1,2000,A,"0000001,2000,A2",,Right,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
56,BERREMANGRA,Transport for NSW,3059,Steam Engine Hill Truck Parking Bay Northbound,,,Open,-34.81593,148.43515,HILLTOPS,South,52km from Yass and 50km to Gundagai,HUME HIGHWAY,2,1732,C,"0000002,1732,C2",Main Carriageway,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Northbound,,20250826,,
721,GEROGERY,Council,3034,Gerogery Rest Area,,,,-35.83592,146.99472,GREATER HUME SHIRE,South,30km from Albury and  19km to Culcairn,OLYMPIC HIGHWAY,78,30,A,"0000078,0030,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,TRUE,TRUE,3,,,,,,,,,,,Both Directions,,20250826,,
12,EDEN,Council,3171,South of Eden Information Bay,,,,-37.06431958,149.8956531,BEGA VALLEY,South,1km South of Eden,BOYD ST,1,2530,A,"0000001,2530,A3",,Right,Class 5 Heavy Vehicle Rest Area,Light Vehicle Only,,,,,,,,,,,,,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Northbound,,20250826,,
111,RANKINS SPRINGS,Transport for NSW,1265,Rankin Springs Rest Area,,,,-33.84114,146.26415,CARRATHOOL,South,90.8km from West Wyalong and 164.656km to Hay,MID WESTERN HIGHWAY,6,721,A,"0000006,0721,A1",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
768,HOLBROOK,Transport for NSW,3022,Milton Rest Area,,,,-35.6818,147.36277,GREATER HUME SHIRE,South,109km from Gundagai and  71km to Albury,HUME HIGHWAY,2,2095,C,"0000002,2095,C1",,Right,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,,,TRUE,5,,,,,,,,,,,Eastbound,,20250826,,TRUE
42,BREADALBANE,Transport for NSW,13,Windmills Rest Area Northbound,,,,-34.82248,149.3991,UPPER LACHLAN SHIRE,South,32km South of Goulburn,HUME HIGHWAY,2,1325,C,"0000002,1325,C2",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Counter,,,,,,,,0,,,,,,,,,,,Eastbound,,20250826,,
87,YARRANGOBILLY,National Parks and Wildlife Service,464,Yarrangobilly River Rest Area Westbound,,,,-35.6522,148.463,SNOWY VALLEYS,South,118km from Cooma and  63km to Tumut,SNOWY MOUNTAINS HIGHWAY,4,450,A,"0000004,0450,A2",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,
320,BALRANALD,Transport for NSW,258,Mallee Highway Junction Rest Area,,,Open,-34.66626,143.56301,BALRANALD,West,128km from Hay and  3km to Balranald,STURT HIGHWAY,14,441,A,"0000014,0441,A1",Physical Seperation,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,TRUE,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
621,PERISHER VALLEY,National Parks and Wildlife Service,387,Spencers Creek,,,,-36.42913,148.36006,SNOWY MONARO REGIONAL,South,38km West of Jindabyne,KOSCIUSZKO ROAD,286,170,A,"0000286,0170,A1",,Right,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
699,WANG WAUK,Transport for NSW,489,Wang Wauk Rest Area,,,Open,-32.15311,152.32303,MID-COAST,North,134.1km from Newcastle,PACIFIC HIGHWAY,10,1949,B,"0000010,1949,B1",Physical Seperation,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,TRUE,,TRUE,4,,,,,TRUE,,,,,,Both Directions,,20250826,,TRUE
738,PRESTONS,Council,3285,The Sir Roden Cutler VC Rest Area,,,,-33.953,150.874,LIVERPOOL,Greater Sydney,400m north from Camden Valley Way,CAMDEN VALLEY WAY,620,375,B,"0000620,0375,B1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
288,COLLARENEBRI,Transport for NSW,1357,Collarenebri West Rest Area,,,,-29.59013,148.49289,WALGETT,West,8.4km West of Collarenebri,WALGETT-COLLARENEBRI RD,12,840,A,"0000012,0840,A1",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
832,SANDY HILL,State Forests,619,Crooked Creek Rest Area,,,,-28.92718,152.31254,TENTERFIELD,North,85km West of Casino,BRUXNER HIGHWAY,16,420,A,"0000016,0420,A2",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,,,,Both,,,,,,TRUE,TRUE,1,,,,,,,,,,,Eastbound,,20250826,,
45,JERRAWA,Transport for NSW,12,Mundoonan Rest Area Northbound,,,,-34.82466,149.07523,UPPER LACHLAN SHIRE,South,62km South of Goulburn,HUME HIGHWAY,2,1402,C,"0000002,1402,C1",,Right,Class 2 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Counter,,,,,TRUE,TRUE,TRUE,10,,,,,TRUE,,,,,,Eastbound,,20250826,,TRUE
406,BOHENA CREEK,Transport for NSW,1184,Sir William Bridges Rest Area,,,,-30.49411,149.63673,NARRABRI,West,24km South of Narrabri,NEWELL HIGHWAY,17,3130,A,"0000017,3130,A2",,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,TRUE,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
144,BYROCK,Transport for NSW,1103,South of Byrock Stopping Bay,,,,-30.67274,146.41008,BOURKE,West,1km SouthEast of Byrock,MITCHELL HIGHWAY,7,1081,A,"0000007,1081,A1",Main Carriageway,Left,Informal Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Westbound,,20250826,,
687,BECKOM,Transport for NSW,3093,Mirrool South Road Truck Parking Bay,,,Open,-34.34383,147.07613,COOLAMON,South,85km from Narrandera and 51km to West Wyalong,NEWELL HIGHWAY,17,2370,A,"0000017,2370,A2",Main Carriageway,Left,Parking Area Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
828,CHINDERAH,Private,4009,Chinderah Service Centre Northbound ,,,Open,-28.25717,153.52767,TWEED,North,74.05km North of Ballina,PACIFIC HIGHWAY,10,3361,R,"0000010,3361,R2",Physical Seperation,Left,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,2,,,,,,TRUE,TRUE,,,,Both Directions,,20250826,,
629,CUDAL,Transport for NSW,1241,Cudal Stopping Bay Eastbound,,,,-33.2908,148.71433,CABONNE,West,1.3km West of Cudal,BOREE-EUGOWRA RD,377,60,A,"0000377,0060,A1",Main Carriageway,Left,Informal Heavy Rest Areas,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
633,OTFORD,Transport for NSW,3260,Otford Lookout Parking,,,,-34.21072,151.01109,WOLLONGONG,South,4km North of Stanwell Park,LADY WAKEHURST DR,393,20,A,"0000393,0020,A1",Main Carriageway,Right,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,,,,Counter,,,,,,,,0,,,,,,,,,,,Westbound,,20250826,,
567,CULCAIRN,Council,3035,Eric Thomas Park,,,,-35.66648,147.03889,GREATER HUME SHIRE,South,0km from Culcairn and 77km to Wagga Wagga,MELVILLE ST,78,90,A,"0000078,0090,A1",,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
824,COOPERABUNG,Transport for NSW,4125,Barrys Creek Rest Area Northbound,,,Open,-31.24847,152.82109,PORT MACQUARIE-HASTINGS,North,13.3km South of South Kempsey,PACIFIC HIGHWAY,10,2245,B,"0000010,2245,B1",Physical Seperation,Left,Class 2 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,TRUE,,TRUE,3,,,,,,,,,,,Northbound,,20250826,,
659,BACK CREEK,Transport for NSW,782,Marsden Rest Area Northbound,,,,-33.76661,147.51693,BLAND,South,36km from West Wyalong and  69km to Forbes,NEWELL HIGHWAY,17,2490,A,"0000017,2490,A4",,Left,Class 4 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,TRUE,,TRUE,2,,,,,,,,,,,Both Directions,,20250826,,TRUE
671,GEEHI,National Parks and Wildlife Service,401,Geehi Rest Area,,,Open,-36.38526,148.18154,SNOWY VALLEYS,South,79km from Jindabyne and  31km to Khancoban,ALPINE WAY,677,70,A,"0000677,0070,A2",Physical Seperation,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,,,,Both,,,,,,TRUE,TRUE,7,,,,,,,,,,,Both Directions,,20250826,,
516,GOOLOOGONG,Council,1238,Memorial Park Goolagong,,,,-33.61362,148.43458,COWRA,West,Goolagong-47.3km East of Forbes,COWRA-FORBES RD,56,180,A,"0000056,0180,A1",,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Both,,,,,,,,0,,,,,,,,,,,Both Directions,,20250826,,
339,FINLEY,Council,3081,May Lawson Wayside Rest Area,,,Open,-35.65025,145.57281,BERRIGAN,South,20km from Tocumwal  and  1km to Finley,MURRAY ST,17,2040,A,"0000017,2040,A1",Physical Seperation,Right,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,TRUE,TRUE,,,Both,,,,,,,TRUE,4,,,,,,,,,,,Both Directions,,20250826,,
69,BYWONG,Transport for NSW,326,Yass River Rest Area,,,,-35.17645,149.28437,QUEANBEYAN-PALERANG REGIONAL,South,69km South of Goulburn,FEDERAL HIGHWAY,3,1031,C,"0000003,1031,C2",Physical Seperation,Right,Class 5 Heavy Vehicle Rest Area,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,,,,Counter,,,,,,,,0,,,,,,,,,,,Westbound,,20250826,,
703,EASTERN CREEK,Private,4523,Eastern Creek Service Centre Northbound,,,Open,-33.81093,150.84919,BLACKTOWN,Greater Sydney,,WALLGROVE RD,515,141,B,"0000515,0141,B1",Physical Seperation,Left,Service Centre,BOTH LIGHT AND HEAVY VEHICLES,,,,,,,,,,,,TRUE,,,Prescribed,,,,,,,,,,,,,,TRUE,TRUE,,,,,,20250826,,
590,CEDAR POINT,Council,1068,Cedar Point Rest Area,,,,-28.68372,153.00055,KYOGLE,North,24km North of Casino (7kms South of Kyogle),SUMMERLAND WAY,83,360,A,"0000083,0360,A2",,Right,Informal Heavy Rest Areas,HEAVY VEHICLES ONLY,,,,,,,,,,,,,,,Counter,,,,,,,,0,,,,,,,,,,,,,20250826,,
5,EAST LYNNE,State Forests,351,Kiola Rest Area Southbound,,,,-35.60048,150.25522,SHOALHAVEN,South,37km South of Nowra,PRINCES HIGHWAY,1,1870,A,"0000001,1870,A1",,Left,Informal Light Rest Areas,Light Vehicle Only,,,,,,,,,,,,,,,Both,,,,,,TRUE,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
582,YOUNG,Transport for NSW,1222,Big Spring Creek Rest Area,,,,-34.37445,148.26001,HILLTOPS,South,41km from Cootamundra and  8km to Young,OLYMPIC HIGHWAY,78,505,A,"0000078,0505,A2",Physical Seperation,Left,Light Vehicle Only Rest Area,Light Vehicle Only,,,,,,,,,,,,TRUE,,,Both,,,,,,,TRUE,0,,,,,,,,,,,Both Directions,,20250826,,
